tokens,labels
"['“There O', 'are O', 'no O', 'domicile O', 'rules O', 'or O', 'nativity O', 'criteria O', 'in O', 'this O', 'case O', 'because O', 'it O', 'was O', 'a O', 'fire. B-FIRE', 'The O', 'process O', 'to O', 'verify O', 'the O', 'identity O', 'of O', 'the O', 'remaining O', 'families O', 'is O', 'on,’’ O', 'said O', 'M O', 'Raghunandan O', 'Rao, O', 'District O', 'Collector O', 'of O', 'Ranga O', 'Reddy. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Around O', '5am O', 'on O', 'Tuesday, O', 'Mohammed O', 'Rafique O', '(35) O', 'was O', 'driving O', 'the O', 'truck O', '(NL01Q1321) O', '— O', 'owned O', 'by O', 'Varuna O', 'Integrated O', 'Logistics O', '— O', 'towards O', 'Dadri O', 'when O', 'he O', 'crashed B-VEHICULAR_COLLISION', 'into O', 'the O', 'trailer O', 'parked O', 'near O', 'Bambawad O', 'village. O', 'Iron O', 'rods O', 'jutting O', 'out O', 'of O', 'the O', 'trailer O', 'smashed O', 'the O', 'glass O', 'of O', 'the O', 'truck O', 'and O', 'Rafique O', 'was O', 'squeezed O', 'between O', 'the O', 'steering O', 'and O', 'his O', 'seat. O', 'His O', 'father O', 'Chaman O', 'Khan, O', 'who O', 'was O', 'seated O', 'next O', 'to O', 'him, O', 'suffered O', 'injuries O', 'to O', 'the O', 'ankle O', 'and O', 'nose. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VEHICULAR_COLLISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['CUTTACK: O', 'A O', 'three-storey O', 'garment O', 'store O', 'in O', 'the O', 'busy O', 'Palamandap O', 'locality O', 'of O', 'the O', 'city O', 'was O', 'completely O', 'gutted O', 'in O', 'a O', 'blazing B-FIRE', 'fire I-FIRE', 'which O', 'also O', 'reduced O', 'three O', 'nearby O', 'shops O', 'to O', 'ashes O', 'on O', 'Sunday. O', 'No O', 'loss O', 'of O', 'life O', 'was O', 'reported O', 'in O', 'the O', 'mishap, B-FIRE', 'nor O', 'was O', 'any O', 'one O', 'injured. O', 'The O', 'store O', 'had O', 'no O', 'fire O', 'safety O', 'equipment O', 'in O', 'place, O', 'said O', 'fire O', 'fighters. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'I-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Smoke O', 'kept O', 'emanating O', 'from O', 'all O', 'seven O', 'floors O', 'of O', 'the O', 'building. O', 'Efforts O', 'were O', 'on O', 'to O', 'extinguish O', 'the O', 'fire. B-FIRE', 'More O', 'than O', '70 O', 'fire O', 'and O', 'rescue O', 'services O', 'personnel O', 'were O', 'battling O', 'the O', 'blaze. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['KOCHI: O', 'A O', 'speeding O', 'private O', 'bus O', 'lost O', 'control O', 'and O', 'rammed B-TRANSPORT_HAZARDS', 'the O', 'outer O', 'wall O', 'of O', 'Naval O', 'Base O', 'near O', 'INS O', 'Garuda O', 'leaving O', '15 O', 'people O', 'injured O', 'at O', 'Vathuruthy O', 'in O', 'Kochi O', 'on O', 'Friday. O', 'The O', 'accident B-TRANSPORT_HAZARDS', 'led O', 'to O', 'severe O', 'traffic O', 'block O', 'in O', 'the O', 'area O', 'for O', 'hours O', 'till O', 'the O', 'authorities O', 'cleared O', 'the O', 'bus O', 'from O', 'the O', 'place. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRANSPORT_HAZARDS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRANSPORT_HAZARDS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['At O', 'least O', '290 O', 'people O', 'were O', 'killed O', 'and O', 'over O', '500 O', 'injured O', 'in O', 'bomb B-NORMAL_BOMBING', 'blasts I-NORMAL_BOMBING', 'that O', 'ripped O', 'through O', 'churches O', 'and O', 'luxury O', 'hotels O', 'in O', 'Sri O', 'Lanka O', 'on O', 'Easter O', 'Sunday, O', 'the O', 'first O', 'major O', 'attack O', 'on O', 'the O', 'Indian O', 'Ocean O', 'island O', 'since O', 'the O', 'end O', 'of O', 'a O', 'civil O', 'war O', '10 O', 'years O', 'ago. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORMAL_BOMBING', 'I-NORMAL_BOMBING', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A O', 'policeman O', 'was O', 'killed O', 'and O', 'eight O', 'CRPF O', 'personnel O', 'were O', 'injured O', 'after O', 'the O', 'vehicle O', 'in O', 'which O', 'they O', 'were O', 'traveling O', 'met O', 'an O', 'accident B-ACCIDENTS', 'soon O', 'after O', 'polling O', 'ended O', 'in O', 'South O', 'Kashmir’s O', 'Anantnag O', 'district. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The O', 'incident B-VEHICULAR_COLLISION', 'occurred O', 'near O', 'Agolai O', 'village O', 'in O', 'Balesar O', 'area, O', '73 O', 'km O', 'west O', 'of O', 'Jodhpur O', 'city, O', 'on O', 'Monday O', 'night. O', 'The O', 'collision B-VEHICULAR_COLLISION', 'was O', 'so O', 'intense O', 'that O', 'the O', 'heads O', 'of O', 'two O', 'passengers O', 'were O', 'severed O', 'and O', 'some O', 'of O', 'them O', 'got O', 'badly O', 'stuck O', 'in O', 'the O', 'mangled O', 'vehicles, O', 'an O', 'officer O', 'said. O']","['O', 'B-VEHICULAR_COLLISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VEHICULAR_COLLISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['According O', 'to O', 'the O', ""city's O"", 'environmental O', 'protection O', 'authority, O', 'the O', 'explosion B-INDUSTRIAL_ACCIDENT', 'had O', 'a O', 'negative O', 'influence O', 'on O', 'the O', 'air O', 'quality O', 'in O', 'the O', 'chemical O', 'park O', 'and O', 'its O', 'surrounding O', 'areas O', 'within O', 'a O', '500-meter O', 'radius, O', 'but O', 'the O', 'strong O', 'winds O', 'are O', 'expected O', 'to O', 'lift O', 'the O', 'heavy O', 'smoke. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-INDUSTRIAL_ACCIDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Meerut: O', 'A O', '14-year-old O', 'boy O', '– O', 'grandson O', 'of O', 'the O', 'owner O', 'of O', 'the O', 'horse O', 'chariot O', 'that O', 'was O', 'booked O', 'for O', 'the O', 'wedding O', '– O', 'died O', 'in O', 'a O', 'celebratory O', 'firing B-SHOOT_OUT', 'done O', 'during O', 'the O', 'wedding O', 'procession O', 'of O', 'one O', 'Monu O', 'Rathi O', 'on O', 'Saturday O', 'late O', 'night O', 'in O', 'Baghpat’s O', 'Baraut. O', 'The O', 'teenager, O', 'Akshay O', '(who O', 'went O', 'by O', 'his O', 'first O', 'name), O', 'had O', 'accompanied O', 'his O', 'grandfather O', 'Sukhbeer O', 'to O', 'the O', 'wedding O', 'to O', 'take O', 'care O', 'of O', 'the O', 'horse O', 'that O', 'was O', 'booked O', 'by O', 'the O', 'groom’s O', 'family. O', 'Amid O', 'the O', 'dance O', 'and O', 'music, O', 'the O', 'groom’s O', 'cousin O', 'Gautam O', 'allegedly O', 'fired B-SHOOT_OUT', 'from O', 'his O', 'gun O', 'in O', 'celebration, O', 'but O', 'it O', 'hit O', 'the O', 'boy, O', 'who O', 'died O', 'on O', 'the O', 'spot. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SHOOT_OUT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SHOOT_OUT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['An O', 'Afghan O', 'official O', 'says O', 'a O', 'suicide B-SUICIDE_ATTACK', 'car I-SUICIDE_ATTACK', 'bomber I-SUICIDE_ATTACK', 'has O', 'struck O', 'a O', 'security O', 'convoy O', 'on O', 'the O', 'outskirts O', 'of O', 'Kabul, O', 'killing O', 'four O', 'security O', 'forces. O']","['O', 'O', 'O', 'O', 'O', 'B-SUICIDE_ATTACK', 'I-SUICIDE_ATTACK', 'I-SUICIDE_ATTACK', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['It O', 'has O', 'been O', 'a O', 'month O', 'of O', 'relentless O', 'attacks B-SUICIDE_ATTACK', 'in O', 'Afghanistan, O', 'with O', 'the O', 'Taliban O', 'and O', 'the O', 'Islamic O', 'State O', 'affiliate O', 'making O', 'alternate O', 'claims O', 'of O', 'responsibility. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SUICIDE_ATTACK', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""Two O', 'modules O', 'of O', 'Hizbul O', 'Mujahideen, O', 'one O', 'led O', 'by O', 'Dr O', 'Saifullah O', 'of O', 'Pulwama O', 'and O', 'the O', 'other O', 'led O', 'by O', 'Rayees O', 'Khan O', 'alias O', 'Imad O', 'Khan O', 'of O', 'Shopian O', 'had O', 'jointly O', 'worked O', 'to O', 'fabricate O', 'the O', 'car B-SUICIDE_ATTACK', 'bomb I-SUICIDE_ATTACK', 'and O', 'to O', 'take O', 'other O', 'steps O', 'for O', 'the O', 'explosion,"" B-SUICIDE_ATTACK', 'he O', 'added. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SUICIDE_ATTACK', 'I-SUICIDE_ATTACK', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SUICIDE_ATTACK', 'O', 'O']"
"['The O', 'encounter B-SHOOT_OUT', 'broke O', 'out O', 'about O', '8 O', 'km O', 'from O', 'the O', 'Line O', 'of O', 'Control O', '(LoC) O', 'on O', 'Tuesday O', 'morning O', 'after O', 'a O', 'police O', 'patrol O', 'intercepted O', 'a O', 'group O', 'of O', 'militants. O', 'A O', 'joint O', 'team O', 'of O', 'the O', 'Kupwara O', 'police O', 'along O', 'with O', 'companies O', 'of O', 'the O', 'Army, O', 'the O', 'Territorial O', 'Army O', '(TA) O', 'and O', 'the O', 'Central O', 'Reserve O', 'Police O', 'Force O', 'were O', 'engaged O', 'in O', 'the O', 'operation. O']","['O', 'B-SHOOT_OUT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A O', 'police O', 'officer O', 'attached O', 'to O', 'Thiruvennainallur O', 'police O', 'station O', 'said, O', 'on O', 'Sunday O', 'afternoon O', 'an O', 'electrical O', 'fluctuation O', 'was O', 'reported O', 'at O', 'the O', 'house O', 'of O', 'E O', 'Senthilkumar O', '40 O', 'at O', 'Madhampattu O', 'Village O', 'which O', 'triggered O', 'the O', 'fire. B-FIRE', 'Luckily O', 'no O', 'one O', 'was O', 'present O', 'inside O', 'the O', 'hut O', 'when O', 'the O', 'fire B-FIRE', 'broke I-FIRE', 'out. I-FIRE', 'The O', 'fire B-FIRE', 'later O', 'spread O', 'onto O', 'the O', 'thatched O', 'roof O', 'hut O', 'built O', 'on O', 'the O', 'terrace O', 'of O', 'the O', 'house O', 'belonging O', 'to O', 'his O', 'neighbor, O', 'A O', 'Venkatesan, O', '55. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'I-FIRE', 'I-FIRE', 'O', 'B-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['An O', 'Army O', 'soldier O', 'and O', 'a O', 'militant O', 'were O', 'killed O', 'on O', 'Tuesday O', 'in O', 'an O', 'encounter B-SHOOT_OUT', 'in O', 'Kulgam O', 'district O', 'of O', 'Jammu O', 'Kashmir O', 'even O', 'as O', 'security O', 'forces O', 'were O', 'engaged O', 'in O', 'a O', 'counter O', 'insurgency O', 'operation O', 'in O', 'Pulwama O', 'district. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SHOOT_OUT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The O', 'fire B-FIRE', 'was O', 'likely O', 'caused O', 'due O', 'to O', 'an O', 'electrical O', 'short O', 'circuit, O', 'Mr O', 'Patel O', 'said. O', 'A O', 'video O', 'showed O', 'an O', 'electrical O', 'box O', 'of O', 'high-voltage O', 'cables O', 'outside O', 'the O', 'building O', 'on O', 'fire. B-FIRE', 'An O', 'FIR O', '(First O', 'Information O', 'Report) O', 'has O', 'been O', 'filed O', 'against O', 'the O', 'owner O', 'of O', 'the O', 'building, O', 'the O', 'person O', 'who O', 'conducted O', 'the O', 'class O', 'and O', 'the O', 'man O', 'who O', 'constructed O', 'the O', 'building. O', 'They O', 'are O', 'on O', 'the O', 'run. O']","['O', 'B-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Woman, O', 'her O', 'two O', 'kids O', 'burnt B-FIRE', 'alive O', 'in O', 'UP’s O', 'Budaun O']","['O', 'O', 'O', 'O', 'B-FIRE', 'O', 'O', 'O', 'O']"
"['A O', 'Boeing O', '727 O', 'crashed B-AVIATION_HAZARD', 'in O', 'northwest O', 'Iran O', 'in O', '2011, O', 'killing O', '78 O', 'people, O', 'and O', 'in O', '2009 O', 'all O', '168 O', 'people O', 'on O', 'board O', 'died O', 'when O', 'a O', 'Caspian O', 'Airlines O', 'Tupolev O', 'crashed B-AVIATION_HAZARD', 'en O', 'route O', 'for O', 'Armenia. O', 'In O', '2003 O', 'an O', 'Ilyushin-76 O', 'troop O', 'carrier O', 'crashed B-AVIATION_HAZARD', 'in O', 'southeast O', 'Iran, O', 'killing O', 'all O', '276 O', 'Revolutionary O', 'Guard O', 'soldiers O', 'and O', 'crew. O']","['O', 'O', 'O', 'B-AVIATION_HAZARD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AVIATION_HAZARD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AVIATION_HAZARD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Terrorists O', 'on O', 'Wednesday O', 'attacked B-TERRORIST_ATTACK', 'on O', 'a O', 'party O', 'of O', '14 O', 'battalion O', 'of O', 'Sashastra O', 'Seema O', 'Bal O', 'near O', 'Ramban. O', 'The O', 'party O', 'is O', 'responsible O', 'for O', 'security O', 'of O', 'the O', 'Banihal O', 'Tunnel. O']","['O', 'O', 'O', 'B-TERRORIST_ATTACK', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Youth O', 'falls O', 'to O', 'death O', 'from O', 'bridge O', 'after O', 'car B-VEHICULAR_COLLISION', 'rams I-VEHICULAR_COLLISION', 'into O', 'his O', 'bike O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VEHICULAR_COLLISION', 'I-VEHICULAR_COLLISION', 'O', 'O', 'O']"
"['The O', 'truck O', 'driver O', 'fled O', 'the O', 'spot O', 'after O', 'the O', 'incident, B-ACCIDENTS', 'police O', 'said. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'O', 'O']"
"['Three O', 'others O', 'were O', 'seriously O', 'injured O', 'in O', 'the O', 'incident B-ACCIDENTS', 'involving O', 'Asees’ O', 'Bentley O', 'car O', 't O', 'that O', 'happened O', 'in O', 'Chanakyapuri O', 'on O', 'Monday, O', 'but O', 'are O', 'now O', 'out O', 'of O', 'danger. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The O', 'explosion B-INDUSTRIAL_ACCIDENT', 'set O', 'off O', 'a O', 'fire, O', 'which O', 'operator O', 'Gas O', 'Connect O', 'said O', 'was O', 'contained O', 'by O', 'midmorning. O', 'The O', 'facility O', 'was O', 'shut O', 'down, O', 'Gas O', 'Connect O', 'spokesman O', 'Armin O', 'Teichert O', 'said. O']","['O', 'B-INDUSTRIAL_ACCIDENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['According O', 'to O', 'the O', 'police, O', 'the O', 'incident B-ACCIDENTS', 't', 'O', 'place O', 'around O', '9am O', 'on O', 'Sunday, O', 'when O', 'the O', 'girl O', 'had O', 'come O', 'to O', 'the O', 'city O', 'to O', 'visit O', 'her O', 'brother O', 'and O', 'his O', 'wife, O', 'who O', 'live O', 'in O', 'Manesar. O']","['O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The O', 'building, O', 'with O', '26 O', 'apartments, O', 'has O', 'at O', 'least O', 'six O', 'open O', 'building O', 'code O', 'violations, O', 'according O', 'to O', 'city O', 'records. O', 'One O', 'violation O', 'was O', 'for O', 'a O', 'broken O', 'smoke O', 'detector O', 'in O', 'an O', 'apartment O', 'on O', 'the O', 'first O', 'floor, O', 'reported O', 'in O', 'August. O', 'It O', 'was O', 'not O', 'clear O', 'if O', 'the O', 'detector O', 'had O', 'been O', 'fixed O', 'or O', 'replaced O', 'or O', 'whether O', 'it O', 'had O', 'played O', 'any O', 'role O', 'in O', 'the O', 'fire. B-FIRE']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE']"
"['Mumbai: O', '6 O', 'killed, O', '15 O', 'critical O', 'as O', 'bus B-TRANSPORT_HAZARDS', 'falls I-TRANSPORT_HAZARDS', 'into O', 'ditch O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-TRANSPORT_HAZARDS', 'I-TRANSPORT_HAZARDS', 'O', 'O']"
"['Chennai: O', 'School O', 'boy O', 'run B-ACCIDENTS', 'over I-ACCIDENTS', 'by O', 'MTC O', 'bus O']","['O', 'O', 'O', 'B-ACCIDENTS', 'I-ACCIDENTS', 'O', 'O', 'O']"
"['A O', 'police O', 'officer O', 'said O', 'two O', 'soldiers O', 'were O', 'also O', 'injured O', 'in O', 'the O', 'attack, B-SURGICAL_STRIKES', 'which O', 't', 'O', 'place O', 'at O', 'a O', 'place O', 'crowded O', 'with O', 'civilians O', 'at O', 'Kadlabal O', 'in O', 'Pampore O', 'town O', 'of O', 'Pulwama O', 'district O', 'on O', 'Saturday O', 'afternoon. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SURGICAL_STRIKES', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['“The O', 'accident B-ACCIDENTS', 't', 'O', 'place O', 'around O', '9 O', 'am O', 'near O', 'Etapalli O', 'town. O', 'For O', 'about O', 'two O', 'hours, O', 'the O', 'situation O', 'was O', 'normal. O', 'But O', 'later, O', 'a O', 'mob O', 'of O', 'about O', '1,500 O', 'came O', 'from O', 'nearby O', 'villages O', 'and O', 'set O', 'fire B-FIRE', 'to O', 'several O', 'trucks O', 'that O', 'had O', 'come O', 'to O', 'a O', 'halt O', 'following O', 'the O', 'accident. B-ACCIDENTS', 'About O', '14 O', 'trucks O', 'were O', 'gutted,” O', 'Additional O', 'Superintendent O', 'of O', 'Police O', 'Hari O', 'Balaji O', 'told O', 'The O', 'Indian O', 'Express. O']","['O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FIRE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ACCIDENTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The O', 'conflict B-ARMED_CONFLICTS', 'in O', 'Yemen O', 'began O', 'with O', 'the O', '2014 O', 'takeover O', 'of O', 'the O', 'capital, O', 'Sanaa, O', 'by O', 'Iranian-backed O', 'Houthi O', 'Shiite O', 'rebels, O', 'who O', 'toppled O', 'the O', 'government O', 'of O', 'Abed O', 'Rabbo O', 'Mansour O', 'Hadi. O']","['O', 'B-ARMED_CONFLICTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A O', 'tanker O', 'driver O', 'was O', 'killed O', 'when O', 'his O', 'vehicle B-VEHICULAR_COLLISION', 'collided I-VEHICULAR_COLLISION', 'with O', 'a O', 'truck O', 'at O', 'Katapady O', 'village O', 'coming O', 'under O', 'Kaup O', 'Police O', 'Station O', 'limits O', 'in O', 'the O', 'early O', 'hours O', 'of O', 'Wednesday. O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-VEHICULAR_COLLISION', 'I-VEHICULAR_COLLISION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Nigeria’s O', 'worst O', 'such O', 'accident B-MISCELLANEOUS', 'occurred O', 'in O', '1998, O', 'when O', 'more O', 'than O', '1,000 O', 'people O', 'died O', 'as O', 'the O', 'leaking O', 'oil O', 'pipeline O', 'from O', 'which O', 'they O', 'were O', 'scooping O', 'fuel O', 'exploded B-MISCELLANEOUS', 'in O', 'the O', 'town O', 'of O', 'Jesse. O']","['O', 'O', 'O', 'B-MISCELLANEOUS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISCELLANEOUS', 'O', 'O', 'O', 'O', 'O']"
